26	49	33	34	18	18	5	
13	18	76	85	86	19	8	
17	84	415	841	183	79	15	
96	126	1105	2186	323	165	13	
84	179	1034	1966	272	123	6	
10	201	339	489	53	60	17	
18	124	103	219	77	91	30	

4	13	118	101	18	19	47	
24	43	236	419	23	59	35	
76	106	960	1737	204	69	77	
94	121	1156	2111	280	59	101	
59	64	459	916	130	59	76	
33	36	121	211	138	38	36	
16	32	74	113	76	6	28	

