5	1	24	76	56	43	27	
1	8	22	33	82	65	74	
7	9	263	343	97	85	109	
19	27	564	816	275	96	115	
15	25	487	693	224	98	106	
5	24	143	174	43	65	50	
3	34	107	103	9	29	69	

56	31	66	41	84	67	24	
43	29	151	182	118	59	71	
23	26	395	614	206	101	86	
40	19	411	699	248	84	45	
25	10	177	318	202	84	42	
6	26	27	61	101	117	57	
11	22	3	17	18	17	24	

47	28	22	86	80	76	78	
41	18	19	81	43	75	55	
25	7	250	346	112	42	41	
20	15	494	711	233	73	33	
17	11	374	566	216	89	52	
57	52	70	163	65	97	86	
96	52	24	21	7	42	58	

4	17	27	30	49	43	31	
42	25	49	13	40	34	55	
58	65	141	237	132	67	54	
39	65	246	493	268	84	43	
27	51	191	344	196	68	25	
43	89	91	46	38	46	21	
62	84	64	87	41	38	27	

73	33	7	39	57	64	7	
21	10	20	66	86	36	74	
21	31	151	397	273	61	92	
42	59	248	768	589	72	93	
35	52	182	562	459	64	94	
29	18	50	125	161	77	60	
23	15	34	54	114	160	60	

35	67	68	58	52	122	75	
45	69	38	53	113	190	118	
49	42	241	557	352	120	64	
34	30	309	798	492	46	52	
17	15	153	407	252	52	62	
10	62	56	61	52	50	45	
48	53	37	17	29	65	79	

