19	15	80	81	395	305	158	65	97	75	9	
11	10	89	132	834	924	375	102	120	23	18	
16	42	113	322	1368	1481	576	92	162	85	45	
29	88	173	540	2175	2401	966	136	242	195	74	
26	154	271	787	3032	3453	1362	169	310	255	87	
23	215	273	872	3089	3578	1367	175	276	223	86	
67	190	181	693	2253	2727	1029	183	165	139	78	
86	66	183	430	1361	1725	625	130	81	60	48	
73	117	231	294	815	883	238	42	32	12	17	
49	186	211	174	239	292	63	34	46	29	14	
47	151	167	32	185	336	151	53	55	43	10	

27	99	148	190	125	189	29	63	28	12	23	
21	104	190	296	568	550	190	102	20	27	21	
28	70	186	293	972	971	354	111	78	62	45	
52	73	138	274	1408	1500	559	101	144	90	64	
46	141	81	423	1949	2172	788	128	169	121	79	
13	170	91	512	2061	2350	826	149	121	134	81	
36	129	171	410	1572	1888	637	130	57	112	71	
43	48	231	208	975	1274	373	83	58	72	55	
28	37	249	69	592	766	163	88	63	44	47	
14	73	244	74	208	307	49	93	80	40	36	
19	73	216	103	76	107	73	70	88	30	31	

13	80	78	69	97	94	148	149	39	12	33	
18	116	129	25	161	364	266	81	61	31	23	
23	148	252	74	178	671	405	80	78	76	23	
56	118	275	96	262	945	586	221	113	75	77	
82	30	156	59	427	1310	791	306	129	67	131	
65	50	80	57	508	1488	844	310	111	81	162	
28	71	191	103	443	1209	653	220	82	66	145	
30	48	190	118	294	655	380	81	66	32	88	
30	26	104	109	126	253	253	73	56	31	55	
39	16	27	73	21	226	218	124	33	65	57	
51	9	23	9	90	217	153	128	20	80	40	

32	103	39	66	154	300	220	129	89	74	53	
32	90	32	120	387	930	557	169	87	132	99	
44	118	67	196	661	1644	845	204	96	195	114	
83	237	128	300	1094	3063	1544	482	127	313	179	
125	379	171	401	1706	4714	2295	818	113	458	263	
126	414	170	406	1951	5001	2306	862	42	452	267	
79	323	144	305	1543	3696	1674	620	45	298	191	
26	202	100	187	837	2101	1065	371	37	162	90	
25	124	36	115	422	1100	574	225	18	91	20	
27	63	19	67	190	316	162	102	32	25	14	
30	17	44	24	93	173	69	49	43	33	9	

11	23	20	50	198	380	189	179	3	51	84	
16	24	23	23	228	460	223	177	48	60	59	
56	48	11	14	372	1160	635	266	99	129	36	
106	44	61	97	534	1949	1073	432	106	197	98	
149	68	74	218	795	3226	1933	761	91	406	178	
161	142	42	271	1172	4498	2784	1061	77	597	230	
128	171	20	217	1258	4495	2836	1057	40	579	192	
73	143	50	137	940	3272	2203	832	72	405	114	
27	95	42	60	597	2017	1442	558	108	227	75	
15	54	33	53	437	1084	707	249	114	79	33	
47	21	58	66	213	195	218	78	85	27	17	

50	55	84	109	228	309	136	81	77	40	17	
47	87	63	90	192	412	188	43	95	15	28	
36	135	47	158	581	1155	503	101	82	50	70	
79	162	51	309	1009	1849	719	196	55	98	111	
154	204	143	493	1675	3063	1229	394	123	178	180	
191	252	251	602	2263	4184	1695	524	194	233	236	
164	237	282	538	2175	4044	1598	464	209	236	224	
104	189	204	348	1490	2847	1117	326	182	215	174	
58	150	56	174	899	1706	665	236	137	165	132	
29	104	83	71	591	918	272	132	88	86	88	
8	61	144	31	226	334	177	24	55	53	39	

