4	19	24	6	23	59	13	50	38	13	41	
15	14	13	5	21	22	5	39	43	51	62	
14	6	5	1	24	76	56	43	27	30	49	
6	12	1	8	22	33	82	65	74	53	30	
10	17	7	9	263	343	97	85	109	107	38	
26	19	19	27	564	816	275	96	115	104	48	
21	12	15	25	487	693	224	98	106	77	59	
10	3	5	24	143	174	43	65	50	39	48	
6	9	3	34	107	103	9	29	69	54	29	
19	5	8	17	60	32	36	60	165	104	56	
28	10	12	31	55	45	48	89	226	126	59	

61	131	61	78	41	61	94	53	30	47	18	
40	77	24	58	29	76	125	30	20	34	22	
11	42	56	31	66	41	84	67	24	68	35	
75	31	43	29	151	182	118	59	71	74	10	
35	22	23	26	395	614	206	101	86	61	37	
85	68	40	19	411	699	248	84	45	39	14	
51	39	25	10	177	318	202	84	42	23	10	
74	24	6	26	27	61	101	117	57	30	42	
92	38	11	22	3	17	18	17	24	19	49	
44	25	19	13	29	26	36	73	69	47	23	
43	124	71	47	47	39	68	68	57	21	51	

66	37	60	112	91	89	39	38	55	26	11	
28	38	67	84	33	46	45	50	77	21	46	
41	65	47	28	22	86	80	76	78	17	70	
33	45	41	18	19	81	43	75	55	22	66	
18	23	25	7	250	346	112	42	41	29	32	
36	68	20	15	494	711	233	73	33	35	30	
40	59	17	11	374	566	216	89	52	30	6	
25	35	57	52	70	163	65	97	86	28	17	
28	50	96	52	24	21	7	42	58	5	24	
42	37	51	33	37	69	93	80	30	23	41	
21	18	14	27	21	55	111	88	29	15	44	

115	52	35	9	41	3	55	30	28	28	41	
96	65	42	19	56	63	55	50	11	6	46	
66	39	4	17	27	30	49	43	31	18	18	
23	42	42	25	49	13	40	34	55	19	17	
61	43	58	65	141	237	132	67	54	7	35	
65	29	39	65	246	493	268	84	43	6	48	
78	53	27	51	191	344	196	68	25	10	56	
64	45	43	89	91	46	38	46	21	8	31	
11	24	62	84	64	87	41	38	27	30	33	
21	46	46	48	43	41	26	30	36	30	17	
27	16	41	33	48	46	14	25	41	16	43	

48	24	31	26	51	81	53	21	164	153	3	
36	43	87	56	52	74	68	17	126	182	13	
17	37	73	33	7	39	57	64	7	86	22	
32	11	21	10	20	66	86	36	74	17	50	
50	10	21	31	151	397	273	61	92	24	33	
45	5	42	59	248	768	589	72	93	43	35	
23	21	35	52	182	562	459	64	94	89	55	
15	68	29	18	50	125	161	77	60	71	48	
28	81	23	15	34	54	114	160	60	20	21	
66	54	8	25	46	17	90	113	45	13	36	
37	26	1	20	27	20	117	198	104	25	40	

35	46	21	60	50	13	68	53	54	76	51	
35	46	17	38	34	56	15	23	29	23	5	
15	33	35	67	68	58	52	122	75	35	75	
32	43	45	69	38	53	113	190	118	39	67	
16	56	49	42	241	557	352	120	64	37	63	
47	55	34	30	309	798	492	46	52	52	64	
55	43	17	15	153	407	252	52	62	44	54	
60	96	10	62	56	61	52	50	45	24	29	
68	102	48	53	37	17	29	65	79	76	90	
65	51	54	12	65	112	75	73	84	55	50	
22	10	49	57	59	42	99	63	71	51	13	

