10	3	5	23	73	60	4	16	27	23	42	
8	1	4	27	60	56	46	12	20	19	29	
5	5	14	2	35	50	30	8	14	26	56	
3	14	6	31	93	79	30	3	13	39	72	
16	15	15	27	248	278	52	48	17	22	67	
34	25	27	43	566	657	110	127	61	40	40	
22	28	21	63	477	576	114	124	67	56	27	
12	16	9	50	99	194	63	52	28	19	50	
7	12	6	34	71	62	13	15	4	26	63	
7	12	16	42	11	6	8	21	6	31	77	
9	6	31	40	33	65	38	17	12	11	45	

33	23	71	58	26	24	17	69	85	72	70	
35	28	32	47	33	28	24	29	26	56	41	
17	31	29	34	24	35	44	63	62	18	12	
31	25	29	38	5	50	80	59	46	34	27	
31	29	49	12	60	135	161	61	4	10	24	
3	31	37	40	106	207	188	62	54	29	37	
16	50	54	43	74	148	115	88	127	36	31	
24	22	33	23	35	44	40	40	69	11	25	
19	22	14	24	39	31	21	48	22	10	19	
13	7	30	39	30	34	17	39	18	24	18	
21	44	77	76	22	12	26	55	11	30	13	

28	92	94	27	27	15	16	8	9	15	9	
47	39	53	20	74	74	26	27	21	4	22	
115	83	48	3	43	34	9	8	12	6	38	
89	96	44	59	170	116	14	23	8	15	21	
57	33	41	98	360	469	94	67	21	34	25	
39	45	53	83	531	781	197	109	31	29	30	
12	66	52	52	355	555	170	73	14	28	34	
4	31	27	46	134	189	77	12	23	49	36	
12	18	28	41	76	66	15	12	25	48	29	
36	39	22	14	7	35	24	18	1	17	18	
45	41	12	4	21	11	25	20	16	6	10	

