11	43	63	48	52	66	101	101	18	
17	83	71	115	181	33	81	100	44	
8	133	124	199	421	207	57	178	101	
43	146	191	348	845	377	49	287	146	
56	102	212	443	1039	406	102	286	123	
39	49	166	355	769	259	205	206	56	
16	27	97	155	355	135	190	133	34	
19	6	64	44	244	132	89	66	26	
25	39	65	51	141	89	21	42	14	

66	16	40	22	120	25	79	142	53	
34	42	62	48	268	144	125	245	66	
13	75	50	125	520	419	123	281	36	
37	71	26	230	955	697	132	210	43	
54	96	51	256	1217	818	260	104	109	
98	152	76	194	981	701	322	71	101	
117	149	110	104	448	439	247	77	42	
76	107	78	50	91	201	123	59	10	
41	77	65	29	82	100	48	27	27	

46	63	73	36	50	90	88	59	39	
86	109	71	41	76	125	102	91	55	
83	152	66	38	101	121	101	92	74	
59	130	66	95	134	113	141	52	71	
43	71	59	138	154	121	172	13	77	
38	50	58	136	150	90	137	65	66	
52	76	67	109	126	16	110	78	39	
62	86	63	75	93	50	111	51	40	
41	72	55	42	44	55	67	12	57	

