3	7	4	44	69	46	45	
0	2	124	171	49	61	78	
11	16	348	572	226	67	87	
17	6	377	621	244	74	89	
10	12	156	235	80	60	57	
2	23	72	80	15	22	35	
2	17	58	48	14	33	107	

32	28	44	34	66	45	11	
41	15	75	77	75	56	44	
13	12	231	394	168	61	65	
33	13	289	559	230	74	50	
26	16	155	320	186	45	18	
7	12	26	59	91	99	52	
6	20	1	22	22	28	13	

37	27	7	55	60	47	60	
32	16	11	63	43	58	52	
16	8	122	190	78	34	33	
18	20	304	502	190	46	24	
24	13	282	485	203	70	39	
29	40	83	176	82	68	69	
70	44	17	29	9	43	54	

9	12	26	35	34	38	18	
26	11	32	15	35	21	39	
42	41	75	118	74	47	45	
33	55	149	348	212	71	35	
22	37	144	318	197	63	22	
25	59	83	77	54	40	15	
46	72	58	69	31	30	21	

62	36	10	33	42	43	21	
25	11	2	42	68	37	51	
9	17	76	205	156	25	66	
30	34	150	519	447	54	86	
29	35	128	474	433	65	68	
25	18	50	148	158	55	55	
23	5	16	43	93	117	38	

19	44	44	32	20	67	48	
27	55	30	11	61	134	95	
38	39	126	315	230	106	68	
30	18	197	581	411	32	40	
13	17	117	377	271	25	56	
11	35	45	63	41	34	34	
35	45	30	5	34	42	54	

