6	22	20	4	6	4	7	15	37	
3	20	24	8	21	5	6	16	26	
12	22	17	11	29	22	11	16	12	
21	20	29	103	346	255	18	4	5	
21	43	68	232	786	532	9	13	13	
15	19	68	170	499	281	40	14	9	
2	8	13	57	47	50	41	16	29	
6	15	18	8	11	27	27	19	30	
19	9	4	22	49	47	16	13	6	

33	22	8	0	12	3	16	29	27	
34	25	11	14	34	28	12	23	4	
17	11	10	8	20	9	11	25	15	
15	17	3	23	84	90	31	6	17	
19	25	38	74	358	315	56	37	29	
18	13	65	47	356	258	47	36	16	
6	18	30	59	112	24	70	38	28	
28	18	33	55	58	40	18	32	26	
13	14	35	21	14	1	13	7	7	

53	48	24	23	53	37	18	63	65	
28	24	11	31	80	47	18	57	61	
59	26	41	65	81	57	17	14	26	
33	19	45	344	618	237	54	17	41	
53	16	35	776	1186	338	149	20	72	
26	13	19	488	687	140	115	26	72	
21	24	10	33	4	39	27	18	47	
21	30	43	21	11	22	13	22	25	
13	31	62	46	43	26	28	29	26	

14	12	14	32	22	19	24	13	18	
23	13	15	17	33	51	28	33	13	
11	9	22	86	65	22	26	37	18	
40	0	88	338	321	123	56	26	69	
22	24	76	332	344	166	77	60	69	
13	16	27	97	148	137	78	68	37	
23	16	33	36	73	61	45	5	18	
22	27	31	44	46	41	7	28	28	
1	22	10	23	31	40	30	6	11	

43	46	33	11	53	66	26	52	141	
13	14	7	18	46	46	18	7	76	
21	26	4	29	43	71	14	53	14	
10	22	72	251	742	454	45	33	7	
13	39	105	444	1172	668	95	12	31	
28	17	20	231	539	332	58	12	34	
32	39	25	9	44	35	41	45	16	
23	53	38	28	42	38	59	91	34	
32	55	66	19	35	41	53	75	55	

14	3	18	2	21	18	18	60	48	
41	22	29	16	16	45	18	23	36	
82	19	22	38	67	55	36	28	31	
81	18	19	42	361	365	16	71	11	
81	35	27	139	895	921	104	93	30	
68	35	38	101	606	628	106	51	19	
40	64	42	51	59	37	32	15	21	
42	36	28	34	40	23	20	27	24	
15	10	28	67	79	68	35	40	34	

10	7	11	25	30	13	8	9	25	
21	22	13	19	29	15	16	27	26	
37	39	7	30	36	5	22	26	34	
54	41	27	147	479	341	18	30	5	
31	33	51	214	871	724	65	29	26	
36	9	20	111	511	494	96	19	24	
7	5	29	21	26	43	26	22	22	
37	29	31	15	15	45	31	10	4	
40	13	22	31	28	26	27	37	13	

8	22	36	27	23	12	3	9	17	
10	24	23	20	2	0	24	15	17	
15	8	21	32	81	39	29	11	39	
7	26	16	212	271	63	23	2	55	
30	28	52	554	771	236	62	23	52	
37	27	80	417	556	186	34	23	20	
38	13	50	70	43	25	14	7	7	
30	16	22	9	34	11	21	23	20	
10	9	9	8	8	7	13	20	10	

29	33	5	24	39	28	38	30	22	
67	73	39	33	27	31	25	27	24	
43	44	9	12	13	38	26	8	23	
8	34	93	439	528	123	19	34	44	
41	80	186	683	880	178	76	38	47	
22	69	182	227	404	87	58	7	25	
9	14	81	134	72	8	17	18	12	
10	23	47	43	19	6	15	14	5	
15	16	32	24	41	11	23	12	9	

34	17	29	13	12	3	6	26	52	
46	45	34	29	27	36	29	39	70	
59	76	76	54	48	61	46	36	45	
29	49	63	83	476	432	66	40	62	
10	78	40	219	1036	895	107	50	59	
45	45	48	133	675	561	73	82	12	
75	65	62	6	71	23	67	65	17	
61	63	66	32	25	18	35	21	40	
44	34	26	35	24	6	20	40	36	

2	29	37	18	13	10	2	13	22	
40	51	37	31	22	25	7	26	8	
70	64	37	24	27	24	26	36	11	
24	38	21	94	275	241	74	24	6	
38	16	12	134	530	504	109	18	25	
35	20	9	71	336	309	53	3	31	
21	19	8	24	25	38	62	37	15	
43	26	8	32	36	60	90	63	25	
11	37	25	7	35	20	28	38	31	

75	43	56	44	42	5	11	25	17	
46	43	61	52	97	50	34	14	52	
38	19	37	8	15	34	48	5	79	
77	9	20	86	284	160	56	27	95	
91	22	31	246	721	479	39	39	92	
78	29	41	146	526	408	25	18	23	
47	29	49	59	30	96	25	12	50	
35	17	43	73	34	23	26	13	83	
33	14	16	20	46	51	15	12	100	

20	68	56	44	48	48	26	26	23	
69	93	57	56	4	19	13	30	41	
36	73	69	16	75	69	38	37	55	
40	37	129	124	335	402	67	77	20	
50	40	84	122	380	509	105	73	34	
20	51	22	47	119	177	100	46	62	
31	10	11	34	50	96	79	24	87	
8	6	13	42	42	10	27	87	132	
17	27	19	19	24	18	73	102	109	

5	15	18	29	51	40	15	9	9	
7	44	44	77	72	41	28	12	34	
11	56	64	64	50	35	34	42	55	
24	31	31	136	201	103	59	59	42	
27	23	33	293	427	171	31	59	36	
60	26	46	170	239	73	35	41	29	
85	34	50	56	28	37	26	22	16	
50	30	14	27	14	30	13	16	11	
34	25	19	14	59	62	70	43	36	

27	9	27	49	34	6	0	12	13	
26	12	36	13	29	39	5	9	24	
15	0	6	68	107	37	11	20	44	
37	27	32	352	570	241	32	50	24	
42	47	31	397	621	273	39	76	61	
7	30	25	114	169	99	30	55	51	
17	8	20	38	27	22	48	69	60	
42	7	10	35	41	40	37	118	141	
26	20	5	59	22	27	37	75	120	

26	44	58	30	34	3	25	62	63	
18	35	58	53	13	19	27	26	44	
24	18	25	31	42	42	21	29	45	
30	21	37	91	406	346	33	17	19	
48	58	31	177	941	870	113	21	43	
40	19	62	83	685	671	117	42	18	
39	72	74	50	98	157	80	5	21	
27	53	9	35	30	40	31	19	5	
44	36	46	47	28	22	11	18	17	

14	18	53	30	12	39	60	41	5	
25	34	48	34	45	31	49	91	63	
23	42	38	34	54	52	54	59	38	
25	39	6	38	94	128	68	19	10	
40	29	19	130	326	281	45	20	16	
12	4	31	115	258	217	63	10	26	
14	28	23	21	10	53	65	59	74	
13	16	18	14	49	22	48	92	110	
16	21	24	6	36	29	52	73	88	

40	30	31	39	57	59	29	41	49	
18	26	11	27	48	62	47	37	49	
43	39	39	17	39	9	24	15	6	
29	41	18	115	584	530	36	50	36	
63	41	70	227	1180	1048	100	47	59	
17	56	62	112	678	606	80	24	57	
60	42	2	29	34	46	35	18	28	
10	19	35	98	62	65	56	17	28	
59	64	36	93	127	59	46	57	54	

