27	42	5	5	32	33	29	34	35	13	46	
13	26	17	8	29	31	44	29	26	22	55	
25	19	16	18	18	41	54	36	33	22	35	
37	39	16	10	74	84	26	23	32	20	32	
30	29	17	27	125	181	23	26	34	32	39	
29	19	20	41	116	189	50	14	42	27	20	
34	21	18	34	78	140	59	10	30	4	10	
41	24	18	37	51	92	48	5	27	28	11	
27	27	8	25	19	29	23	22	44	35	23	
16	33	14	12	12	10	8	30	47	37	31	
4	35	13	22	15	41	25	16	29	29	19	

48	21	20	23	31	32	19	25	37	33	18	
53	15	3	12	32	35	15	23	32	35	13	
27	15	21	18	25	21	2	31	24	14	16	
7	19	31	25	25	31	21	54	28	24	31	
34	24	21	12	44	41	53	72	26	21	16	
57	35	17	11	87	108	63	44	15	11	7	
59	34	13	24	81	116	52	23	26	31	13	
38	36	39	23	47	76	43	32	45	67	65	
39	55	60	35	23	44	37	35	47	67	97	
30	46	59	48	20	23	15	11	30	47	70	
8	31	46	29	28	3	13	21	27	50	29	

15	41	125	102	13	22	21	9	27	29	12	
7	33	133	119	19	17	43	33	19	12	71	
8	29	71	51	12	25	51	46	17	27	104	
18	16	20	53	32	11	31	23	13	28	56	
17	20	30	35	24	51	26	20	26	26	20	
17	44	45	46	80	87	73	39	56	9	43	
23	31	4	26	76	92	61	42	70	26	36	
28	16	24	23	38	53	16	61	80	20	40	
25	9	13	7	31	30	25	63	78	50	57	
20	1	8	1	47	37	36	43	38	30	57	
33	5	20	19	46	47	11	23	10	24	81	

25	54	39	9	41	20	35	5	13	22	8	
37	37	14	22	48	70	15	5	3	31	46	
24	3	27	34	40	29	15	11	11	30	24	
34	20	36	62	117	97	35	45	26	30	32	
54	45	7	60	474	713	268	66	9	22	41	
80	43	23	20	798	1276	510	38	79	31	11	
66	39	31	18	623	1034	440	11	91	44	11	
33	51	44	33	178	329	158	28	34	33	16	
27	39	53	41	29	34	9	7	39	48	17	
19	16	51	60	30	39	7	40	56	52	10	
40	34	44	51	23	30	43	84	69	54	10	

