18	21	21	13	34	58	48	44	34	
12	8	19	31	38	68	81	110	116	
39	40	6	14	28	40	62	104	128	
14	28	13	75	176	189	121	72	59	
21	18	13	224	505	472	223	83	71	
18	21	33	158	341	305	132	53	41	
7	5	18	59	81	70	13	64	63	
3	15	12	15	81	120	51	85	63	
12	17	16	12	58	115	114	144	152	

86	32	45	65	112	88	86	32	64	
66	102	132	42	45	67	57	27	46	
68	111	90	50	120	68	3	21	27	
68	63	45	124	150	38	103	91	17	
49	76	113	402	435	121	172	133	15	
8	22	118	348	378	180	197	146	46	
104	103	31	27	47	102	165	140	73	
110	110	32	58	47	31	27	68	94	
27	68	53	37	35	31	35	50	108	

7	51	50	67	132	118	36	30	33	
32	48	122	97	79	103	75	47	68	
77	46	85	53	64	137	115	63	86	
76	83	61	96	265	261	140	25	55	
78	80	20	179	435	414	152	51	62	
49	62	42	149	254	210	58	50	70	
70	31	18	104	112	21	72	41	61	
106	84	23	73	97	59	96	25	44	
76	50	5	41	59	88	60	17	61	

98	82	97	94	88	86	35	85	64	
57	55	111	150	97	50	64	64	23	
30	34	51	83	76	65	78	64	24	
11	64	94	154	180	122	37	15	39	
85	82	138	317	449	294	108	103	84	
101	120	155	281	411	245	40	58	20	
49	107	123	55	118	84	85	154	86	
51	37	37	82	119	112	22	72	34	
71	49	41	87	117	155	110	42	95	

