16	18	18	41	54	36	33	
16	10	74	84	26	23	32	
17	27	125	181	23	26	34	
20	41	116	189	50	14	42	
18	34	78	140	59	10	30	
18	37	51	92	48	5	27	
8	25	19	29	23	22	44	

21	18	25	21	2	31	24	
31	25	25	31	21	54	28	
21	12	44	41	53	72	26	
17	11	87	108	63	44	15	
13	24	81	116	52	23	26	
39	23	47	76	43	32	45	
60	35	23	44	37	35	47	

71	51	12	25	51	46	17	
20	53	32	11	31	23	13	
30	35	24	51	26	20	26	
45	46	80	87	73	39	56	
4	26	76	92	61	42	70	
24	23	38	53	16	61	80	
13	7	31	30	25	63	78	

27	34	40	29	15	11	11	
36	62	117	97	35	45	26	
7	60	474	713	268	66	9	
23	20	798	1276	510	38	79	
31	18	623	1034	440	11	91	
44	33	178	329	158	28	34	
53	41	29	34	9	7	39	

