5	8	8	19	10	59	84	58	28	25	21	
9	18	21	21	13	34	58	48	44	34	50	
20	12	8	19	31	38	68	81	110	116	111	
26	39	40	6	14	28	40	62	104	128	93	
25	14	28	13	75	176	189	121	72	59	47	
16	21	18	13	224	505	472	223	83	71	46	
10	18	21	33	158	341	305	132	53	41	45	
12	7	5	18	59	81	70	13	64	63	36	
11	3	15	12	15	81	120	51	85	63	47	
16	12	17	16	12	58	115	114	144	152	106	
17	10	5	30	95	137	130	123	160	129	72	

122	96	56	36	107	147	93	43	29	62	37	
73	86	32	45	65	112	88	86	32	64	102	
110	66	102	132	42	45	67	57	27	46	104	
120	68	111	90	50	120	68	3	21	27	42	
72	68	63	45	124	150	38	103	91	17	3	
44	49	76	113	402	435	121	172	133	15	40	
33	8	22	118	348	378	180	197	146	46	101	
20	104	103	31	27	47	102	165	140	73	122	
24	110	110	32	58	47	31	27	68	94	131	
127	27	68	53	37	35	31	35	50	108	90	
165	132	69	38	35	29	61	18	135	153	49	

55	21	8	36	84	91	79	35	36	48	63	
28	7	51	50	67	132	118	36	30	33	21	
25	32	48	122	97	79	103	75	47	68	82	
56	77	46	85	53	64	137	115	63	86	81	
72	76	83	61	96	265	261	140	25	55	64	
49	78	80	20	179	435	414	152	51	62	46	
22	49	62	42	149	254	210	58	50	70	44	
46	70	31	18	104	112	21	72	41	61	47	
70	106	84	23	73	97	59	96	25	44	58	
26	76	50	5	41	59	88	60	17	61	77	
84	55	6	43	58	72	104	56	109	82	26	

48	103	18	99	68	115	128	122	162	160	103	
18	98	82	97	94	88	86	35	85	64	16	
18	57	55	111	150	97	50	64	64	23	81	
51	30	34	51	83	76	65	78	64	24	49	
114	11	64	94	154	180	122	37	15	39	59	
148	85	82	138	317	449	294	108	103	84	68	
79	101	120	155	281	411	245	40	58	20	36	
64	49	107	123	55	118	84	85	154	86	83	
68	51	37	37	82	119	112	22	72	34	99	
25	71	49	41	87	117	155	110	42	95	144	
27	63	76	71	37	94	150	109	10	22	47	

