1	9794.9	4826.9
2	9196.9	4877.9
4	10426.9	4295.9
5	10813.9	4493.9
6	11121.9	4564.9
7	11464.8	4651.9
8	11818.9	4735.8
10	12992.9	5217.9
11	10572.9	4699.9
12	11142.9	6235.9
13	12103.9	6470.9
14	10309.9	7477.9
15	11425.9	7905.9
16	13055.9	7457.9
17	5958.9	10093.9
18	8381.9	10073.9
19	10844.9	10524.9
20	14034.9	11094.9
